catalog_number	plate_location	rack_number	apex_cas_number	apex_item_name	apex_molecular_weight	apex_molecular_formula	apex_smiles	apex_valid_smiles	failed_cas_number	failed_item_name	failed_smiles	super_parent_smiles	super_parent_exact_mass	super_parent_molecular_weight	super_parent_molecular_formula	pubchem_cid
A8487	G03	1	31430-18-9	Nocodazole	301.32	C14H11N3O3S	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3	True	False	False	False	COC(=O)N=c1[nH]c2ccc(C(=O)c3cccs3)cc2[nH]1	301.05211221200005	301.327	C14H11N3O3S	4122
A8509	G04	1	57-83-0	Progesterone	314.46	C21H30O2	CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	True	False	False	False	CC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C	314.2245802	314.4690000000001	C21H30O2	5994
A8522	G05	1	79902-63-9	Simvastatin (Zocor)	418.6	C25H38O5	CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C	True	False	False	False	CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	418.2719243159999	418.5740000000003	C25H38O5	54454
A8538	G06	1	1953-02-2	Tiopronin (Thiola)	163.19	C5H9NO3S	CC(C(=O)NCC(=O)O)S	True	False	False	False	CC(S)C(=O)NCC(=O)O	163.030314148	163.198	C5H9NO3S	5483
A8539	G07	1	302-79-4	Tretinoin (Aberela)	300.4	C20H28O2	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C	True	False	False	False	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O	300.208930136	300.44200000000006	C20H28O2	444795
A8543	G08	1	50-14-6	Vitamin D2 (Ergocalciferol)	396.65	C28H44O	CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C	True	False	False	False	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C	396.33921602799995	396.65900000000016	C28H44O	3249
B1092	G09	1	69-72-7	Salicylic acid	138.12	C7H6O3	C1=CC=C(C(=C1)C(=O)O)O	True	False	False	False	O=C(O)c1ccccc1O	138.031694052	138.12199999999999	C7H6O3	338
B1119	G10	1	154598-52-4	Efavirenz	315.68	C14H9ClF3NO2	C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F	True	False	False	False	O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1	315.027390868	315.67799999999994	C14H9ClF3NO2	64139
B1134	G11	1	1508-65-2	Oxybutynin chloride	393.95	C22H32ClNO3	CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.Cl	True	False	False	False	CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1	357.230393852	357.494	C22H31NO3	91505
B1147	H01	1	65-86-1	Orotic acid	156.1	C5H4N2O4	C1=C(NC(=O)NC1=O)C(=O)O	True	False	False	False	O=C(O)c1cc(=O)[nH]c(=O)[nH]1	156.017106608	156.09699999999998	C5H4N2O4	967
B1251	H02	1	99-66-1	Valproic acid	144.21	C8H16O2	CCCC(CCC)C(=O)O	True	False	False	False	CCCC(CCC)C(=O)O	144.115029752	144.214	C8H16O2	3121
B1270	H03	1	16994-56-2	Reserpine hydrochloride	645.14	C33H41ClN2O9	COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC.Cl	True	False	False	False	COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC	608.27338086	608.6880000000003	C33H40N2O9	21155894
B1337	H04	1	51-43-4	L-Adrenaline	183.2	C9H13NO3	CNCC(C1=CC(=C(C=C1)O)O)O	True	False	False	False	CNCC(O)c1ccc(O)c(O)c1	183.089543276	183.207	C9H13NO3	5816
B1358	H05	1	51-42-3	Epinephrine Bitartrate	333.29	C9H13NO3.C4H6O6	CNCC(C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O	True	False	False	False	CNCC(O)c1ccc(O)c(O)c1	183.089543276	183.207	C9H13NO3	12309655
B1375	H06	1	53-43-0	Dehydroepiandrosterone (DHEA)	288.42	C19H28O2	CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C	True	False	False	False	CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O	288.208930136	288.431	C19H28O2	5881
B1400	H07	1	20350-15-6	Brefeldin A	280.36	C16H24O4	CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O	True	False	False	False	CC1CCCC=CC2CC(O)CC2C(=O)CCC(=O)O1	280.167459248	280.364	C16H24O4	5287620
B1421	H08	1	66575-29-9	Forskolin	410.5	C22H34O7	CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O	True	False	False	False	C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C	410.2304534279999	410.5070000000001	C22H34O7	47936
B1473	H09	1	58-96-8	Uridine	244.2	C9H12N2O6	C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O	True	False	False	False	O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1	244.069536104	244.203	C9H12N2O6	6029
B1482	H10	1	62-31-7	Dopamine HCl	189.64	C8H11NO2.HCl	C1=CC(=C(C=C1CCN)O)O.Cl	True	False	False	False	NCCc1ccc(O)c(O)c1	153.078978592	153.181	C8H11NO2	65340
B1505	H11	1	481-29-8	Epiandrosterone	290.44	C19H30O2	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O	True	False	False	False	CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O	290.2245802	290.447	C19H30O2	441302
B1507	A01	2	50-27-1	Estriol	288.39	C18H24O3	CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O	True	False	False	False	CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O	288.17254462799997	288.387	C18H24O3	5756
B1512	A02	2	145-13-1	Pregnenolone	316.48	C21H32O2	CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C	True	False	False	False	CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	316.240230264	316.48500000000007	C21H32O2	8955
B1605	A03	2	101-31-5	Hyoscyamine	289.37	C17H23NO3	CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3	True	False	False	False	CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2	289.167793596	289.375	C17H23NO3	154417
B1644	A04	2	104594-70-9	Caffeic Acid Phenethyl Ester	284.31	C17H16O4	C1=CC=C(C=C1)CCOC(=O)C=CC2=CC(=C(C=C2)O)O	True	False	False	False	O=C(C=Cc1ccc(O)c(O)c1)OCCc1ccccc1	284.104858992	284.311	C17H16O4	5281787
B1669	A05	2	117772-70-0	Azithromycin Dihydrate	785.02	C38H72N2O12.2H2O	CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O.O.O	True	False	False	False	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O	748.5085257439999	748.9960000000002	C38H72N2O12	441190
B1670	A06	2	1405-87-4	Bacitracin	1408.67	C65H101N17O16S	CC[C@@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCCC[C@@H](C(=O)N[C@@H](C(=O)N1)CCCN)NC(=O)[C@H]([C@H](C)CC)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CN=C(S2)[C@H](C(C)C)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4	True	False	False	False	CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C1CN=C(C(N)C(C)C)S1)C(=O)NC1CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC1=O	1407.7332911519998	1408.6929999999998	C65H101N17O16S	122172983
B1676	A07	2	65-85-0	Benzoic Acid	122.12	C7H6O2	C1=CC=C(C=C1)C(=O)O	True	False	False	False	O=C(O)c1ccccc1	122.036779432	122.12299999999996	C7H6O2	243
B1689	A08	2	1405-37-4	Capreomycin Sulfate	652.71	C25H44N14O7.H2SO4	O=C([C@H](C)NC([C@@H](N)CNC1=O)=O)N[C@@H](CNC(C[C@H](CCCN)N)=O)C(N/C(C(N[C@H]1[C@H]2N=C(N)NCC2)=O)=C/NC(N)=O)=O	True	False	False	False	CC1NC(=O)C(N)CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CNC(=O)CC(N)CCCN)NC1=O	652.3517397480001	652.7180000000001	C25H44N14O7	122172986
B1716	A09	2	1264-72-8	Colistin Sulfate	2801.27	H2O4S.xUnspecified	CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)C(NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)[C@@H](C)O	True	False	False	False	CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O	1154.7499271959998	1155.4550000000002	C52H98N16O13	44144393
B1719	A10	2	156-57-0	Cysteamine HCl	113.61	C2H7NS.HCl	C(CS)N.Cl	True	False	False	False	NCCS	77.029920224	77.152	C2H7NS	9082
B1724	A11	2	56-47-3	Deoxycorticosterone acetate	372.5	C23H32O4	CC(=O)OCC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	True	False	False	False	CC(=O)OCC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C	372.23005950399994	372.5050000000002	C23H32O4	5952
B1726	B01	2	13739-02-1	Diacerein	368.29	C19H12O8	CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C=C(C=C3C2=O)C(=O)O)OC(=O)C	True	False	False	False	CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O	368.0532173439999	368.29700000000014	C19H12O8	26248
B1731	B02	2	62013-04-1	Dirithromycin	835.07	C42H78N2O14	CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O	True	False	False	False	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O	834.545305176	835.0860000000001	C42H78N2O14	6473883
B1747	B03	2	149-32-6	Erythritol	122.12	C4H10O4	C(C(C(CO)O)O)O	True	False	False	False	OCC(O)C(O)CO	122.0579088	122.11999999999996	C4H10O4	222285
B1754	B04	2	5053-08-7	Fenspiride HCl	296.79	C15H21ClN2O2	O=C1OC2(CN1)CCN(CCC3=CC=CC=C3)CC2.Cl	True	False	False	False	O=C1NCC2(CCN(CCc3ccccc3)CC2)O1	260.15247788	260.33700000000005	C15H20N2O2	68626
B1770	B05	2	51-74-1	Histamine Phosphate	307.14	C5H9N.2H3O4P	C1=C(NC=N1)CCN.OP(=O)(O)O.OP(=O)(O)O	True	False	False	False	NCCc1c[nH]cn1	111.07964728799999	111.14800000000001	C5H9N3	65513
B1775	B06	2	541-46-8	Isovaleramide	101.15	C5H11NO	CC(C)CC(=O)N	True	False	False	False	CC(C)CC(N)=O	101.084063972	101.149	C5H11NO	10930
B1788	B07	2	73573-88-3	Mevastatin	390.51	C23H34O5	CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O	True	False	False	False	CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	390.2406241879999	390.5200000000002	C23H34O5	64715
B1793	B08	2	53-84-9	NAD+	663.43	C21H27N7O14P2	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N	True	False	False	False	N=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)OP(=O)([O-])OCC2OC([n+]3cccc(C(N)=O)c3)C(O)C2O)C(O)C1O	663.1091218040001	663.4300000000003	C21H27N7O14P2	5892
B1808	B09	2	1263-89-4	Paromomycin Sulfate	713.71	C23H45N5O14.xH2O4S	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O	True	False	False	False	NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O	615.29630112	615.6340000000002	C23H45N5O14	441375
B1816	B10	2	54-71-7	Pilocarpine HCl	244.72	C11H16N2O2.HCl	Cl[H].O=C1OC([H])([H])[C@@](C([H])([H])C2=C([H])N=C([H])N2C([H])([H])[H])([H])[C@]1([H])C([H])([H])C([H])([H])[H]	True	False	False	False	CCC1C(=O)OCC1Cc1cncn1C	208.121177752	208.261	C11H16N2O2	5909
B1830	B11	2	153-98-0	Serotonin HCl	212.68	C10H12N2O.HCl	C1=CC2=C(C=C1O)C(=CN2)CCN.Cl	True	False	False	False	NCCc1c[nH]c2ccc(O)cc12	176.094963004	176.21899999999994	C10H12N2O	160436
B1834	C01	2	134-03-2	Sodium ascorbate	198.11	C6H7NaO6	O=C1C(O)=C([O-])[C@@H]([C@@H](O)CO)O1.[Na+]	True	False	False	False	OCC(O)c1oc(O)c(O)c1O	176.032087976	176.12399999999997	C6H8O6	23667548
B1838	C02	2	7632-00-0	Sodium Nitrite	69.0	HNO2.Na	N(=O)[O-].[Na+]	True	False	False	False	O=NO	47.000728272	47.013000000000005	HNO2	23668193
B1839	C03	2	8025-81-8	Spiramycin	843.058	C43H74N2O14	CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C	True	False	False	False	COC1C(O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O	842.514005048	843.0649999999999	C43H74N2O14	5289394
B1840	C04	2	56038-13-2	Sucralose	397.63	C12H19Cl3O8	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CCl)O)O)CCl)O)O)Cl)O	True	False	False	False	OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl	396.0145506079999	397.63500000000005	C12H19Cl3O8	71485
B1842	C05	2	57-67-0	Sulfaguanidine	214.24	C7 H10N4O2S	C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N	True	False	False	False	N=C(N)NS(=O)(=O)c1ccc(N)cc1	214.05244656	214.25	C7H10N4O2S	5324
B1846	C06	2	107-35-7	Taurine	125.15	C2H7NO3S	C(CS(=O)(=O)O)N	True	False	False	False	NCCS(=O)(=O)O	125.014664084	125.14899999999999	C2H7NO3S	1123
B1852	C07	2	67-03-8	Thiamine HCl (Vitamin B1)	337.27	C12 H17N4OS.HCl	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-]	True	False	False	False	Cc1nc(=N)c(C[n+]2csc(CCO)c2C)c[nH]1	265.11175858409	265.36199999999997	C12H17N4OS+	6202
B1856	C08	2	32986-56-4	Tobramycin	467.52369	C18H37N5O9	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N	True	False	False	False	NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O	467.259127764	467.52000000000027	C18H37N5O9	36294
B1863	C09	2	66-22-8	Uracil	112.09	C4H4N2O2	C1=CNC(=O)NC1=O	True	False	False	False	O=c1cc[nH]c(=O)[nH]1	112.027277368	112.08799999999998	C4H4N2O2	1174
B1868	C10	2	127-47-9	Vitamin A Acetate	328.49	C22H32O2	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCOC(=O)C)C)C	True	False	False	False	CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C	328.240230264	328.4960000000001	C22H32O2	638034
B1877	C11	2	58-61-7	Adenosine	267.24	C10H13N5O4	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O	True	False	False	False	N=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O	267.096753896	267.245	C10H13N5O4	60961
B1885	D01	2	1397-89-3	Amphotericin B	924.08	C47H73NO17	CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O	True	False	False	False	CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O	923.4878498760003	924.091000000001	C47H73NO17	5280965
B1908	D02	2	474-25-9	Chenodeoxycholic Acid	392.57	C24H40O4	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	True	False	False	False	CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	392.29265975999994	392.58000000000015	C24H40O4	10133
B1919	D03	2	50-04-4	Cortisone acetate	402.48	C23H30O6	CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O	True	False	False	False	CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(=O)CC21C	402.20423867999995	402.48700000000025	C23H30O6	5745
B1923	D04	2	65-46-3	Cytidine	243.22	C9H13N3O5	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O	True	False	False	False	N=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1	243.085520516	243.219	C9H13N3O5	6175
B1925	D05	2	53936-56-4	Deoxyarbutin	194.23	C11H14O3	C1CCOC(C1)OC2=CC=C(C=C2)O	True	False	False	False	Oc1ccc(OC2CCCCO2)cc1	194.094294308	194.23	C11H14O3	11745519
B1927	D06	2	101831-37-2	Diclazuril	407.64	C17H9Cl3N4O2	C1=CC(=CC=C1C(C#N)C2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C=N3)Cl)Cl	True	False	False	False	N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl	405.979108568	407.644	C17H9Cl3N4O2	456389
B1934	D07	2	461-05-2	DL-Carnitine HCl	197.66	C7H15NO3.HCl	C[N+](C)(C)CC(CC(=O)O)O.[Cl-]	True	False	False	False	C[N+](C)(C)CC(O)CC(=O)O	162.11246979209	162.209	C7H16NO3+	5970
B1939	D08	2	114-07-8	Erythromycin	733.93	C37H67NO13	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	True	False	False	False	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O	733.4612412040001	733.9370000000002	C37H67NO13	12560
B1951	D09	2	50-23-7	Hydrocortisone	362.46	C21H30O5	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O	True	False	False	False	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO	362.2093240599999	362.46600000000007	C21H30O5	5754
B1967	D10	2	1722-62-9	Mepivacaine HCl	282.81	C15H22N2O.HCl	CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C.Cl	True	False	False	False	Cc1cccc(C)c1NC(=O)C1CCCCN1C	246.173213324	246.35399999999993	C15H22N2O	66070
B1981	D11	2	24280-93-1	Mycophenolic acid	320.34	C17H20O6	CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)O)OC	True	False	False	False	COc1c(CC=C(C)CCC(=O)O)c(O)c2c(O)occ2c1C	320.12598835999995	320.341	C17H20O6	446541
B1985	E01	2	389-08-2	Nalidixic acid	232.24	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	True	False	False	False	CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21	232.084792244	232.23899999999998	C12H12N2O3	4421
B1987	E02	2	59-67-6	Nicotinic Acid	123.11	C6H5NO2	C1=CC(=CN=C1)C(=O)O	True	False	False	False	O=C(O)c1cccnc1	123.0320284	123.11099999999996	C6H5NO2	938
B1992	E03	2	1476-53-5	Novobiocin Sodium	634.61	C31H35N2O11.Na	CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)[O-])CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O.[Na+]	True	False	False	False	COC1C(OC(N)=O)C(O)C(Oc2ccc3c(=O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(O)oc3c2C)OC1(C)C	612.2319099719999	612.6320000000002	C31H36N2O11	23663939
B1995	E04	2	770-05-8	(+,-)-Octopamine HCl	189.64	C8H11NO2.HCl	C1=CC(=CC=C1C(CN)O)O.Cl	True	False	False	False	NCC(O)c1ccc(O)cc1	153.078978592	153.181	C8H11NO2	102484
B1996	E05	2	16773-42-5	Ornidazole	219.63	C7H10ClN3O3	CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-]	True	False	False	False	Cc1ncc([N+](=O)[O-])n1CC(O)CCl	219.04106886	219.628	C7H10ClN3O3	28061
B2000	E06	2	79-57-2	Oxytetracycline (Terramycin)	460.43	C22H24N2O9	CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O	True	False	False	False	CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12	460.14818034799987	460.4390000000002	C22H24N2O9	54675779
B2003	E07	2	70458-95-6	Pefloxacin Mesylate	429.46	C18H24FN3O6S	CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O.CS(=O)(=O)O	True	False	False	False	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21	333.14886971999994	333.363	C17H20FN3O3	119525
B2015	E08	2	23288-49-5	Probucol	516.84	C31H48O2S2	CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C	True	False	False	False	CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1	516.309572776	516.8570000000003	C31H48O2S2	4912
B2017	E09	2	58-56-0	Pyridoxine HCl	205.64	C8H11NO3 .HCl	CC1=NC=C(C(=C1O)CO)CO.Cl	True	False	False	False	Cc1ncc(CO)c(CO)c1O	169.073893212	169.17999999999998	C8H11NO3	6019
B2034	E10	2	3810-74-0	Streptomycin sulfate	1457.38	2C21H39N7O12.3H2SO4	CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O	True	False	False	False	CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O	581.265669688	581.5800000000003	C21H39N7O12	19648
B2053	E11	2	2398-96-1	Tolnaftate	307.41	C19H17NOS	CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2	True	False	False	False	Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1	307.10308516400005	307.418	C19H17NOS	5510
B2054	F01	2	69004-03-1	Toltrazuril	425.38	C18H14F3N3O4S	CC1=C(C=CC(=C1)N2C(=O)NC(=O)N(C2=O)C)OC3=CC=C(C=C3)SC(F)(F)F	True	False	False	False	Cc1cc(-n2c(=O)[nH]c(=O)n(C)c2=O)ccc1Oc1ccc(SC(F)(F)F)cc1	425.06571158800006	425.38800000000003	C18H14F3N3O4S	68591
B2063	F02	2	68-19-9	Vitamin B12	1355.37	C63H88CoN14O14P	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]	True	False	False	False	CC1=C2N=C(C=C3N=C(C(C)C4=NC(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)(O)OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O	1271.6467811899995	1272.4529999999993	C62H90N13O14P	184933
B2064	F03	2	50-81-7	Vitamin C	176.12	C6H8O6	O=C1OC(C(O[H])=C1O[H])([H])C(C([H])([H])O[H])([H])O[H]	True	False	False	False	OCC(O)c1oc(O)c(O)c1O	176.032087976	176.12399999999997	C6H8O6	54670067
B2067	F04	2	25990-60-7	Xylose	150.13	C5H10O5	C(C(C(C(C=O)O)O)O)O	True	False	False	False	O=C(C(O)CO)C(O)CO	150.05282342	150.13	C5H10O5	854
B2070	F05	2	5451-09-2	5-Aminolevulinic acid HCl	167.59	C5H9NO3.HCl	NCC(CCC(O)=O)=O.Cl	True	False	False	False	NCC(=O)CCC(=O)O	131.058243148	131.13099999999997	C5H9NO3	123608
